episode,loss,policy_loss,value_loss
0,2.4489279985427856,1.4612153768539429,3.95085072517395
1,2.018578052520752,1.3944281339645386,2.4965996742248535
2,1.6089730262756348,1.184602975845337,1.6974802017211914
3,1.6631441911061604,1.280132790406545,1.5320457418759663
4,7.000972390174866,1.1951750963926315,23.223188638687134
5,6.236234396696091,1.2173131704330444,20.075685501098633
6,57.44193744659424,2.073544979095459,221.47357177734375
7,42.05048751831055,1.9081874787807465,160.5691967010498
8,37.492830991744995,1.8852857649326324,142.4301815032959
9,37.928102016448975,2.0307888984680176,143.5892505645752
10,16.91762399673462,1.6203084290027618,61.189260959625244
11,33.322160720825195,1.7748683094978333,126.18916702270508
12,38.14877986907959,2.1715689301490784,143.90884447097778
13,32.04483199119568,1.8819811940193176,120.65140438079834
14,32.82523059844971,1.6853721737861633,124.55943489074707
15,41.110541343688965,1.9825459122657776,156.51198196411133
16,32.405155181884766,1.972204566001892,121.73180389404297
17,37.39227867126465,2.1130983531475067,141.1167221069336
18,73.08554005622864,2.070310205221176,284.0609302520752
19,74.74550151824951,1.8937007188796997,291.4072036743164
20,81.38138198852539,2.074877917766571,317.2260208129883
21,46.32443904876709,1.6645491123199463,178.6395606994629
22,45.64812183380127,1.9588810205459595,174.75696182250977
23,47.63793659210205,1.858578473329544,183.117431640625
24,69.37637186050415,2.1057231426239014,269.08259630203247
25,59.559410095214844,2.0553207993507385,230.01636123657227
26,54.87299108505249,1.776837795972824,212.3846092224121
27,74.88612651824951,2.1376498639583588,290.99391174316406
28,57.737534523010254,1.8836653530597687,223.4154748916626
29,51.26228427886963,2.3216126561164856,195.76268768310547
30,51.279905796051025,2.0107592046260834,197.0765895843506
31,25.9829363822937,1.7356221675872803,96.98925578594208
32,54.78618049621582,2.1557737588882446,210.52162647247314
33,27.766035556793213,2.09088271856308,102.70061016082764
34,34.04683989286423,1.7889204919338226,129.03167510032654
35,29.9033465385437,2.0872524976730347,111.26437187194824
36,30.659032821655273,2.1884435415267944,113.8823595046997
37,33.837841749191284,1.8065960705280304,128.1249828338623
38,66.23417806625366,2.3452672958374023,255.55564785003662
39,44.08580923080444,2.229944109916687,167.42346286773682
40,35.47914218902588,2.002187103033066,133.90782356262207
41,22.1905415058136,1.896014153957367,81.17811107635498
42,47.353755950927734,2.200097680091858,180.6146354675293
43,40.221949100494385,2.0661812722682953,152.62307453155518
44,33.345102310180664,1.9394704699516296,125.62252616882324
45,56.804484844207764,2.3011459708213806,218.01335048675537
46,28.584215879440308,1.840011477470398,106.97681617736816
47,40.38580894470215,1.9524350762367249,153.7334976196289
48,30.618998527526855,2.5913596153259277,112.11055755615234
49,45.07197189331055,2.3295271694660187,170.96978378295898
50,43.06425452232361,2.1066301465034485,163.830500125885
51,39.09462642669678,2.228211462497711,147.46566009521484
52,19.541422605514526,2.2774362564086914,69.05594444274902
53,50.779271602630615,2.264245092868805,194.06010150909424
54,57.630197048187256,2.3453627228736877,221.13933181762695
55,42.455260038375854,2.337043881416321,160.47285842895508
56,41.70895338058472,2.0382772088050842,158.68270206451416
57,48.5060453414917,2.478913724422455,184.10852813720703
58,47.88402605056763,2.309498608112335,182.2981128692627
59,24.93116807937622,1.917765200138092,92.05360984802246
60,15.154500484466553,2.2109416127204895,51.774234771728516
61,41.510509610176086,2.704713761806488,155.22318840026855
62,41.54980993270874,2.5116800665855408,156.1525158882141
63,27.432116985321045,2.3452786803245544,100.34735584259033
64,22.073560118675232,2.3490673303604126,78.89796853065491
65,37.45659303665161,2.3327446579933167,140.49539279937744
66,32.72351932525635,2.4672043323516846,121.0252628326416
67,37.12367653846741,2.2299002408981323,139.575101852417
68,17.600517630577087,2.1706504821777344,61.71946859359741
69,7.7600128054618835,2.186791032552719,22.292887210845947
70,27.556561708450317,2.559358537197113,99.9888117313385
71,27.916838884353638,1.873770385980606,104.17227268218994
72,18.38584792613983,2.13546484708786,65.00153362751007
73,20.419111728668213,2.0122203826904297,73.62756538391113
74,28.870556831359863,2.372182995080948,105.9934949874878
75,21.544957637786865,2.33661687374115,76.8333625793457
76,34.94235825538635,2.5161526203155518,129.7048225402832
77,20.46515119075775,2.1374053955078125,73.3109837770462
78,24.326289296150208,2.4369229078292847,87.55746841430664
79,11.083978414535522,1.7741569578647614,37.23928499221802
80,13.116101384162903,2.10414981842041,44.04780578613281
81,24.44068193435669,1.9117851555347443,90.11558818817139
82,21.68549919128418,2.3590058088302612,77.30597388744354
83,21.37340021133423,2.2709644436836243,76.40974140167236
84,17.1940535902977,2.413292497396469,59.1230434179306
85,25.313437938690186,2.3291157484054565,91.93729066848755
86,10.511150002479553,1.976690024137497,34.137839794158936
87,26.398635625839233,2.2577900886535645,96.56338310241699
88,28.96176940202713,1.93786159157753,108.09562861919403
89,21.97126317024231,1.9325955212116241,80.15467119216919
90,16.22181224822998,1.8627562820911407,57.43622446060181
91,17.900047302246094,2.336919665336609,62.252511978149414
92,8.250776410102844,2.3637131452560425,23.548253059387207
93,18.42275309562683,2.336677312850952,64.34430313110352
94,15.575253367424011,1.9912601113319397,54.33597421646118
95,39.97956609725952,2.094182461500168,151.54153490066528
96,21.57324731349945,2.0531142354011536,78.08053052425385
97,20.24642038345337,2.076230466365814,72.68075942993164
98,19.254565060138702,2.251276433467865,68.01315355300903
99,27.34237289428711,2.1303084790706635,100.84825766086578
