episode,loss,policy_loss,value_loss
0,117.74409484863281,2.4443874955177307,461.1988296508789
1,112.91845703125,2.360652595758438,442.2312240600586
2,80.49874591827393,2.0229099094867706,313.9033432006836
3,117.5851821899414,2.296084940433502,461.15638732910156
4,92.8582592010498,2.090631425380707,363.0705108642578
5,86.71185493469238,2.2490981221199036,337.8510284423828
6,52.120245933532715,3.452539026737213,194.67082977294922
7,60.25017166137695,2.6034511029720306,230.58688354492188
8,120.83649444580078,3.3746557235717773,469.8473663330078
9,154.7346248626709,3.0179545879364014,606.86669921875
10,165.80466079711914,2.9545105695724487,651.4006042480469
11,151.62268257141113,2.7340052723884583,595.5547065734863
12,168.435640335083,3.0716126561164856,661.4561157226562
