episode,n,mult,agent_rays,baseline_rays,gap,resolved
0,3,33,28,6,22,1
1,2,12,1,1,0,1
2,3,9,11,8,3,1
3,3,22,30,5,25,1
4,3,10,11,9,2,1
5,2,39,19,19,0,1
6,3,42,100,8,92,0
7,2,39,1,1,0,1
8,3,42,60,21,39,1
9,3,37,51,8,43,1
10,2,30,1,1,0,1
11,3,50,3,3,0,1
12,3,14,4,4,0,1
