episode,state_idx,predicted_value,target_value
0,0,0.13853532075881958,0.0
1,0,0.26468294858932495,-5.0
1,1,0.24973903596401215,-5.0
1,2,0.18460428714752197,-5.0
1,3,0.21301721036434174,-5.0
1,4,0.22487714886665344,-5.0
1,5,0.2256203293800354,-5.0
1,6,0.22582438588142395,-5.0
1,7,0.20431971549987793,-5.0
1,8,0.1964387595653534,-5.0
1,9,0.18140488862991333,-5.0
1,10,0.15598714351654053,-5.0
1,11,0.12714406847953796,-5.0
1,12,0.09941555559635162,-5.0
1,13,0.07163181900978088,-5.0
1,14,0.07951830327510834,-5.0
1,15,0.05531248450279236,-5.0
1,16,0.03231126070022583,-5.0
1,17,0.014628857374191284,-5.0
2,0,-0.0577518492937088,-9.0
2,1,0.06092391908168793,-9.0
2,2,0.06008181720972061,-9.0
2,3,0.00019306689500808716,-9.0
2,4,-0.11775064468383789,-9.0
2,5,-0.08930724859237671,-9.0
2,6,-0.05274718999862671,-9.0
2,7,-0.048170626163482666,-9.0
2,8,-0.04317976534366608,-9.0
2,9,-0.03603944182395935,-9.0
2,10,-0.07425251603126526,-9.0
2,11,-0.06740331649780273,-9.0
2,12,-0.062445953488349915,-9.0
2,13,-0.06000274419784546,-9.0
2,14,-0.055627480149269104,-9.0
2,15,-0.056177154183387756,-9.0
2,16,-0.05107113718986511,-9.0
2,17,-0.052287906408309937,-9.0
2,18,-0.06070461869239807,-9.0
2,19,-0.0591890811920166,-9.0
2,20,-0.06126485764980316,-9.0
2,21,-0.05995522439479828,-9.0
2,22,-0.06112968921661377,-9.0
2,23,-0.056681156158447266,-9.0
2,24,-0.0600278377532959,-9.0
2,25,-0.06282421946525574,-9.0
2,26,-0.06811821460723877,-9.0
2,27,-0.07167917490005493,-9.0
2,28,-0.07509464025497437,-9.0
2,29,-0.0715196430683136,-9.0
2,30,-0.08128197491168976,-9.0
2,31,-0.08181454241275787,-9.0
2,32,-0.08067896962165833,-9.0
2,33,-0.08745856583118439,-9.0
2,34,-0.08807873725891113,-9.0
2,35,-0.08788652718067169,-9.0
2,36,-0.08589041233062744,-9.0
2,37,-0.08536422252655029,-9.0
2,38,-0.0847863256931305,-9.0
2,39,-0.0835036188364029,-9.0
2,40,-0.08617444336414337,-9.0
2,41,-0.0833309143781662,-9.0
2,42,-0.08166427910327911,-9.0
2,43,-0.08130395412445068,-9.0
2,44,-0.08091948926448822,-9.0
2,45,-0.08058276772499084,-9.0
2,46,-0.0789794772863388,-9.0
2,47,-0.07797938585281372,-9.0
2,48,-0.07736396789550781,-9.0
2,49,-0.07658009231090546,-9.0
2,50,-0.0749901682138443,-9.0
2,51,-0.07396525144577026,-9.0
2,52,-0.07293635606765747,-9.0
2,53,-0.07129216194152832,-9.0
2,54,-0.07012215256690979,-9.0
2,55,-0.0689716786146164,-9.0
2,56,-0.06778325140476227,-9.0
2,57,-0.07016913592815399,-9.0
2,58,-0.06877925992012024,-9.0
2,59,-0.06687061488628387,-9.0
3,0,-0.07326105982065201,0.0
3,1,-0.13694548606872559,0.0
