episode,n,mult,agent_rays,baseline_rays,gap,resolved
0,2,8,7,7,0,1
1,2,19,8,4,4,1
2,2,18,6,4,2,1
3,2,8,1,1,0,1
4,2,5,1,1,0,1
5,2,18,17,17,0,1
6,2,10,9,9,0,1
7,2,14,1,1,0,1
8,2,14,7,2,5,1
9,2,15,8,7,1,1
10,2,9,1,1,0,1
11,2,20,10,7,3,1
12,2,12,11,11,0,1
13,2,10,8,3,5,1
14,2,14,7,5,2,1
15,2,5,1,1,0,1
16,2,2,1,1,0,1
17,2,5,2,2,0,1
18,2,2,1,1,0,1
19,2,9,1,1,0,1
