episode,n,mult,agent_rays,baseline_rays,gap,resolved
0,2,20,1,1,0,1
1,2,20,8,2,6,1
2,2,20,1,1,0,1
3,2,20,13,7,6,1
4,2,20,19,19,0,1
5,2,20,8,2,6,1
6,2,20,19,19,0,1
7,2,20,2,2,0,1
8,2,20,1,1,0,1
9,2,20,12,7,5,1
10,2,20,19,19,0,1
11,2,20,19,19,0,1
12,2,20,17,2,15,1
13,2,20,8,5,3,1
14,2,20,19,7,12,1
15,2,20,3,3,0,1
16,2,20,1,1,0,1
17,2,20,4,2,2,1
18,2,20,8,7,1,1
19,2,20,9,7,2,1
