episode,n,mult,agent_rays,baseline_rays,gap,resolved
79,2,21,5,3,2,1
80,2,14,2,2,0,1
81,2,10,9,9,0,1
82,2,42,6,3,3,1
83,2,15,7,7,0,1
84,2,8,3,3,0,1
85,2,32,3,3,0,1
86,2,25,4,4,0,1
87,2,13,15,6,9,1
88,2,9,2,2,0,1
89,2,42,41,41,0,1
90,2,3,2,2,0,1
91,2,17,2,2,0,1
92,2,24,23,23,0,1
93,2,3,2,2,0,1
94,2,31,9,9,0,1
95,2,32,14,8,6,1
96,2,27,1,1,0,1
97,2,32,2,2,0,1
98,2,26,9,9,0,1
99,2,12,3,3,0,1
100,2,44,2,2,0,1
101,2,33,4,4,0,1
102,2,5,4,4,0,1
103,2,44,3,3,0,1
104,2,49,4,4,0,1
105,2,14,2,2,0,1
106,2,9,8,8,0,1
107,2,31,3,3,0,1
108,2,38,3,3,0,1
109,2,10,1,1,0,1
110,2,29,2,2,0,1
111,2,23,22,22,0,1
112,2,37,4,4,0,1
113,2,38,3,3,0,1
114,2,26,2,2,0,1
115,2,40,1,1,0,1
116,2,46,56,9,47,1
117,2,12,1,1,0,1
118,2,45,12,11,1,1
119,2,14,2,2,0,1
120,2,43,14,14,0,1
121,2,22,3,3,0,1
122,2,26,3,3,0,1
123,2,50,49,49,0,1
124,2,38,2,2,0,1
125,2,26,25,25,0,1
126,2,17,3,3,0,1
127,2,46,11,4,7,1
128,2,13,12,12,0,1
129,2,11,2,2,0,1
130,2,17,4,4,0,1
131,2,19,6,6,0,1
132,2,22,7,7,0,1
133,2,48,1,1,0,1
134,2,32,5,5,0,1
135,2,16,3,3,0,1
136,2,35,1,1,0,1
137,2,40,1,1,0,1
138,2,44,15,15,0,1
139,2,18,4,4,0,1
140,2,44,15,15,0,1
141,2,39,30,10,20,1
142,2,16,3,3,0,1
143,2,9,2,2,0,1
144,2,14,5,5,0,1
145,2,42,1,1,0,1
146,2,42,41,41,0,1
147,2,13,2,2,0,1
148,2,22,7,7,0,1
149,2,48,47,47,0,1
150,2,20,2,2,0,1
151,2,31,4,4,0,1
152,2,9,2,2,0,1
153,2,29,8,8,0,1
154,2,43,2,2,0,1
155,2,29,3,3,0,1
156,2,9,1,1,0,1
157,2,20,7,7,0,1
158,2,49,9,9,0,1
159,2,39,4,4,0,1
160,2,50,17,17,0,1
161,2,46,18,15,3,1
162,2,23,11,11,0,1
163,2,12,3,3,0,1
164,2,4,3,3,0,1
165,2,37,4,4,0,1
166,2,7,3,3,0,1
167,2,5,2,2,0,1
168,2,50,2,2,0,1
169,2,38,7,7,0,1
170,2,50,1,1,0,1
171,2,47,46,46,0,1
172,2,24,3,3,0,1
173,2,36,7,7,0,1
174,2,13,6,6,0,1
175,2,16,3,3,0,1
176,2,48,3,3,0,1
177,2,24,1,1,0,1
178,2,28,27,27,0,1
179,2,31,1,1,0,1
180,2,23,4,4,0,1
181,2,6,1,1,0,1
182,2,40,1,1,0,1
183,2,49,13,12,1,1
184,2,16,16,5,11,1
185,2,14,5,5,0,1
186,2,37,5,4,1,1
187,2,30,1,1,0,1
188,2,12,11,11,0,1
189,2,22,3,3,0,1
190,2,18,17,17,0,1
191,2,46,5,5,0,1
192,2,23,5,5,0,1
193,2,47,4,4,0,1
194,2,17,4,4,0,1
195,2,35,10,10,0,1
196,2,33,4,4,0,1
197,2,27,2,2,0,1
198,2,15,7,7,0,1
199,2,44,15,15,0,1
200,2,34,2,2,0,1
201,2,19,1,1,0,1
202,2,46,3,3,0,1
203,2,28,3,3,0,1
204,2,19,2,2,0,1
205,2,16,3,3,0,1
206,2,6,1,1,0,1
207,2,19,1,1,0,1
208,2,24,3,3,0,1
209,2,20,1,1,0,1
210,2,8,7,7,0,1
211,2,13,3,3,0,1
212,2,46,5,4,1,1
213,2,20,7,7,0,1
214,2,28,3,3,0,1
215,2,9,4,4,0,1
216,2,8,7,7,0,1
217,2,23,4,4,0,1
218,2,27,4,3,1,1
219,2,18,3,3,0,1
220,2,41,4,4,0,1
221,2,7,6,6,0,1
222,2,12,3,3,0,1
223,2,13,3,3,0,1
224,2,29,1,1,0,1
225,2,29,4,4,0,1
226,2,42,8,5,3,1
227,2,35,17,17,0,1
228,2,13,2,2,0,1
229,2,14,5,5,0,1
230,2,10,9,9,0,1
231,2,25,4,4,0,1
232,2,5,1,1,0,1
233,2,50,49,49,0,1
234,2,40,6,3,3,1
235,2,36,6,5,1,1
236,2,48,10,10,0,1
237,2,32,1,1,0,1
238,2,17,4,4,0,1
239,2,46,5,5,0,1
240,2,24,23,23,0,1
241,2,32,9,7,2,1
242,2,35,10,10,0,1
243,2,41,5,5,0,1
244,2,8,1,1,0,1
245,2,32,1,1,0,1
246,2,43,6,6,0,1
247,2,24,3,3,0,1
248,2,23,2,2,0,1
249,2,20,2,2,0,1
250,2,26,5,5,0,1
251,2,11,5,4,1,1
252,2,5,1,1,0,1
253,2,7,2,2,0,1
254,2,38,13,13,0,1
255,2,39,3,3,0,1
256,2,15,7,7,0,1
257,2,2,1,1,0,1
258,2,50,1,1,0,1
259,2,8,7,7,0,1
260,2,31,15,15,0,1
261,2,48,3,3,0,1
262,2,39,11,2,9,1
263,2,30,1,1,0,1
264,2,9,2,2,0,1
265,2,6,1,1,0,1
266,2,24,3,3,0,1
267,2,33,8,8,0,1
268,2,9,2,2,0,1
269,2,34,6,6,0,1
270,2,10,3,3,0,1
271,2,21,1,1,0,1
272,2,21,20,20,0,1
273,2,39,38,38,0,1
274,2,31,5,5,0,1
275,2,15,8,7,1,1
276,2,46,45,45,0,1
277,2,2,1,1,0,1
278,2,10,1,1,0,1
279,2,14,2,2,0,1
280,2,46,45,45,0,1
281,2,36,10,9,1,1
282,2,32,1,1,0,1
283,2,22,3,3,0,1
284,2,11,4,4,0,1
285,2,6,5,5,0,1
286,2,13,1,1,0,1
287,2,36,5,5,0,1
288,2,46,5,5,0,1
289,2,6,5,5,0,1
290,2,15,14,14,0,1
291,2,5,2,2,0,1
292,2,12,11,11,0,1
293,2,11,10,10,0,1
294,2,12,3,3,0,1
295,2,44,2,2,0,1
296,2,21,3,3,0,1
297,2,11,4,4,0,1
298,2,37,20,4,16,1
299,2,21,5,5,0,1
300,2,19,1,1,0,1
301,2,38,13,7,6,1
302,2,23,10,4,6,1
303,2,16,1,1,0,1
304,2,8,1,1,0,1
305,2,22,1,1,0,1
306,2,22,7,5,2,1
307,2,47,2,2,0,1
308,2,50,5,4,1,1
309,2,11,1,1,0,1
310,2,43,14,14,0,1
311,2,43,9,6,3,1
312,2,5,2,2,0,1
313,2,24,3,3,0,1
314,2,38,7,7,0,1
315,2,48,21,10,11,1
316,2,32,4,4,0,1
317,2,15,2,2,0,1
318,2,30,29,29,0,1
319,2,3,1,1,0,1
320,2,2,1,1,0,1
321,2,5,2,2,0,1
322,2,29,15,5,10,1
323,2,15,7,7,0,1
324,2,9,4,4,0,1
325,2,32,3,3,0,1
326,2,41,6,6,0,1
327,2,18,1,1,0,1
328,2,29,2,2,0,1
329,2,41,2,2,0,1
330,2,40,1,1,0,1
331,2,2,1,1,0,1
332,2,23,19,11,8,1
333,2,40,13,13,0,1
334,2,48,10,10,0,1
335,2,17,4,4,0,1
336,2,12,1,1,0,1
337,2,10,3,3,0,1
338,2,5,2,2,0,1
339,2,10,1,1,0,1
340,2,29,4,4,0,1
341,2,8,3,3,0,1
342,2,43,6,6,0,1
343,2,33,2,2,0,1
344,2,17,3,3,0,1
345,2,38,3,3,0,1
346,2,13,4,4,0,1
347,2,49,3,3,0,1
348,2,23,2,2,0,1
349,2,14,5,5,0,1
350,2,41,5,5,0,1
351,2,31,5,5,0,1
352,2,31,3,3,0,1
353,2,47,14,13,1,1
354,2,19,3,3,0,1
355,2,17,4,4,0,1
356,2,9,8,8,0,1
357,2,12,11,11,0,1
358,2,21,2,2,0,1
359,2,4,3,3,0,1
360,2,13,4,4,0,1
361,2,18,4,4,0,1
362,2,13,2,2,0,1
363,2,22,3,3,0,1
364,2,25,4,4,0,1
365,2,13,2,2,0,1
366,2,31,5,5,0,1
367,2,7,6,6,0,1
368,2,28,3,3,0,1
369,2,41,4,4,0,1
370,2,2,1,1,0,1
371,2,38,3,3,0,1
372,2,22,3,3,0,1
373,2,5,3,2,1,1
374,2,45,15,11,4,1
375,2,18,17,17,0,1
376,2,14,5,5,0,1
377,2,4,1,1,0,1
378,2,22,1,1,0,1
379,2,2,1,1,0,1
380,2,38,3,3,0,1
381,2,39,38,38,0,1
382,2,23,2,2,0,1
383,2,3,2,2,0,1
384,2,44,49,4,45,1
385,2,30,29,29,0,1
386,2,19,4,4,0,1
387,2,6,1,1,0,1
388,2,27,6,6,0,1
389,2,35,6,6,0,1
390,2,28,27,27,0,1
391,2,25,6,6,0,1
392,2,3,2,2,0,1
393,2,43,14,14,0,1
394,2,47,2,2,0,1
395,2,14,5,5,0,1
396,2,24,1,1,0,1
397,2,19,6,6,0,1
398,2,19,6,6,0,1
399,2,16,1,1,0,1
400,2,46,4,4,0,1
401,2,12,1,1,0,1
402,2,26,25,25,0,1
403,2,13,13,6,7,1
404,2,48,12,11,1,1
405,2,38,5,5,0,1
406,2,8,3,3,0,1
407,2,14,5,5,0,1
408,2,26,14,5,9,1
409,2,43,3,3,0,1
410,2,6,5,5,0,1
411,2,7,3,3,0,1
412,2,15,5,5,0,1
413,2,6,5,5,0,1
414,2,34,2,2,0,1
415,2,13,3,3,0,1
416,2,2,1,1,0,1
417,2,3,2,2,0,1
418,2,18,3,3,0,1
419,2,13,5,3,2,1
420,2,42,9,9,0,1
421,2,39,5,5,0,1
422,2,33,8,8,0,1
423,2,27,8,8,0,1
424,2,27,6,6,0,1
425,2,10,1,1,0,1
426,2,21,4,4,0,1
427,2,45,4,4,0,1
428,2,14,2,2,0,1
429,2,24,7,7,0,1
430,2,46,3,3,0,1
431,2,7,6,6,0,1
432,2,34,1,1,0,1
433,2,16,4,4,0,1
434,2,4,3,3,0,1
435,2,33,25,4,21,1
436,2,12,3,3,0,1
437,2,29,8,8,0,1
438,2,3,1,1,0,1
439,2,11,5,5,0,1
440,2,8,2,2,0,1
441,2,21,5,5,0,1
442,2,37,12,12,0,1
443,2,13,3,2,1,1
444,2,22,21,21,0,1
445,2,20,8,7,1,1
446,2,6,1,1,0,1
447,2,12,1,1,0,1
448,2,47,6,6,0,1
449,2,4,3,3,0,1
450,2,24,2,2,0,1
451,2,45,5,5,0,1
452,2,21,4,4,0,1
453,2,21,4,4,0,1
454,2,9,2,2,0,1
455,2,45,44,44,0,1
456,2,7,3,3,0,1
457,2,21,20,20,0,1
458,2,49,68,24,44,1
459,2,26,1,1,0,1
460,2,9,1,1,0,1
461,2,45,4,4,0,1
462,2,45,1,1,0,1
463,2,40,39,39,0,1
464,2,3,1,1,0,1
465,2,25,12,12,0,1
466,2,19,4,4,0,1
467,2,27,4,4,0,1
468,2,20,5,5,0,1
469,2,38,5,5,0,1
470,2,9,1,1,0,1
471,2,24,23,23,0,1
472,2,19,5,4,1,1
473,2,5,4,4,0,1
474,2,20,7,7,0,1
475,2,18,4,4,0,1
476,2,37,33,18,15,1
477,2,10,3,3,0,1
478,2,13,3,3,0,1
479,2,20,7,7,0,1
480,2,4,1,1,0,1
481,2,41,6,6,0,1
482,2,11,10,10,0,1
483,2,38,37,37,0,1
484,2,47,50,16,34,1
485,2,37,3,3,0,1
486,2,44,11,11,0,1
487,2,15,2,2,0,1
488,2,28,9,9,0,1
489,2,29,2,2,0,1
490,2,9,8,8,0,1
491,2,42,41,41,0,1
492,2,40,39,39,0,1
493,2,29,28,28,0,1
494,2,8,1,1,0,1
495,2,2,1,1,0,1
496,2,6,5,5,0,1
497,2,18,6,4,2,1
498,2,27,1,1,0,1
499,2,26,5,5,0,1
500,2,40,13,13,0,1
501,2,38,7,7,0,1
502,2,20,19,19,0,1
503,2,29,4,4,0,1
504,2,27,6,6,0,1
505,2,4,3,3,0,1
506,2,7,2,2,0,1
507,2,9,1,1,0,1
508,2,2,1,1,0,1
509,2,38,66,5,61,1
510,2,13,1,1,0,1
511,2,34,6,6,0,1
512,2,35,13,12,1,1
513,2,29,10,10,0,1
514,2,9,2,2,0,1
515,2,22,5,5,0,1
516,2,2,1,1,0,1
517,2,13,6,6,0,1
518,2,20,2,2,0,1
519,2,30,5,5,0,1
520,2,21,4,4,0,1
521,2,31,2,2,0,1
522,2,30,29,29,0,1
523,2,4,1,1,0,1
524,2,29,4,4,0,1
525,2,47,46,46,0,1
526,2,17,1,1,0,1
527,2,18,1,1,0,1
528,2,41,7,7,0,1
529,2,31,3,3,0,1
530,2,5,2,2,0,1
531,2,6,1,1,0,1
532,2,17,6,6,0,1
533,2,9,4,4,0,1
534,2,41,4,4,0,1
535,2,17,4,3,1,1
