episode,loss,policy_loss,value_loss
1,14.498102188110352,1.828563650449117,50.678155263264976
2,11.41085696220398,1.6385927200317383,39.08905792236328
3,10.161750793457031,1.6324739158153534,34.11710739135742
4,9.535489082336426,1.571014016866684,31.857901096343994
5,9.296113967895508,1.5341320037841797,31.047927856445312
6,8.625145554542542,1.4548515230417252,28.68117618560791
7,6.3688642382621765,1.4109288603067398,19.83174180984497
8,6.97350287437439,1.506348341703415,21.86861801147461
9,6.8045337200164795,1.3499799817800522,21.818214893341064
10,5.433936774730682,1.6426646411418915,15.165088653564453
11,5.165772497653961,1.3789536207914352,15.14727528207004
12,4.6144982278347015,1.375178962945938,12.957276739180088
13,5.156660884618759,1.4044879376888275,15.008692160248756
14,3.3017637133598328,1.1322336196899414,8.678120501339436
15,5.520822584629059,1.2834316194057465,16.949564456939697
16,4.9215933084487915,1.23784339427948,14.734999895095825
17,5.550605058670044,1.3845677822828293,16.664149284362793
18,4.483975559473038,1.3497556149959564,12.536879636347294
19,4.655991107225418,1.5328042209148407,12.49274717643857
