episode,loss,policy_loss,value_loss
1,9.425463676452637,1.7325857281684875,30.771512031555176
2,6.585861444473267,1.2204092144966125,21.461809158325195
3,9.310962677001953,1.5680918296178181,30.97148259480794
4,5.60300999879837,1.8817403018474579,14.885078430175781
5,6.312930345535278,1.804070144891739,18.03544020652771
6,4.785960078239441,1.9620162844657898,11.295775532722473
7,5.349877595901489,1.876719355583191,13.892632961273193
8,4.838061690330505,1.8371438384056091,12.003671407699585
9,5.2102856040000916,2.0155548453330994,12.77892255783081
10,4.459595441818237,1.7273239195346832,10.929086327552795
11,4.4003424644470215,1.8901525735855103,10.040759921073914
12,11.060670614242554,1.7536911964416504,37.227917194366455
13,10.028800189495087,1.8164270222187042,32.84949207305908
14,10.976082444190979,1.9484504461288452,36.11052894592285
15,9.027275800704956,2.1990793347358704,27.312786102294922
16,11.498258829116821,1.9491769969463348,38.19632625579834
17,7.5076674818992615,1.9971568882465363,22.042042061686516
18,17.86482858657837,1.950208604335785,63.65847969055176
19,10.532474994659424,1.8427051901817322,34.75907897949219
